,full_id,osm_id,Y,X,status,power,fast_charging,cost,brand,level,geometry
912,n9331948838,9331948838,7205649.44059057,1805650.67596488,available,235,False,0.39,Tosuns Energy,Level 2,POINT (7205649.44059057 1805650.67596488)
913,n9331952108,9331952108,7206044.79574575,1800943.3531855,unavailable,120,False,0.21,Begum Energy,Level 1,POINT (7206044.79574575 1800943.3531855)
914,n9331955365,9331955365,7201803.21800956,2159727.22973493,unavailable,480,False,0.46,S4M3T Energy,Level 3,POINT (7201803.21800956 2159727.22973493)
915,n9331955690,9331955690,7206567.4195151,1803271.70052299,unavailable,480,True,0.26,S4M3T Energy,Level 3,POINT (7206567.4195151 1803271.70052299)
916,n9331960686,9331960686,7243561.93240518,2074567.40739596,available,222,True,0.48,S4M3T Energy,Level 2,POINT (7243561.93240518 2074567.40739596)
917,n9331960827,9331960827,7209223.8645704,1802385.44152899,available,480,True,0.23,Tosuns Energy,Level 3,POINT (7209223.8645704 1802385.44152899)
918,n9331966512,9331966512,7255852.48599762,1926326.89278585,available,480,False,0.59,Begum Energy,Level 3,POINT (7255852.48599762 1926326.89278585)
919,n9331971284,9331971284,7208882.4959399,1801696.7412353,unavailable,120,False,0.53,Eticanium Energy,Level 1,POINT (7208882.4959399 1801696.7412353)
920,n9331973680,9331973680,7206759.40005342,1800288.76118379,unavailable,120,False,0.51,Begum Energy,Level 1,POINT (7206759.40005342 1800288.76118379)
921,n9331973700,9331973700,7209931.73401766,1802951.6903828,available,120,True,0.64,Begum Energy,Level 1,POINT (7209931.73401766 1802951.6903828)
922,n9331980161,9331980161,7203598.40644546,1803199.44304151,unavailable,120,False,0.57,S4M3T Energy,Level 1,POINT (7203598.40644546 1803199.44304151)
923,n9331981381,9331981381,7207913.18954384,1802749.36720829,unavailable,229,False,0.31,Begum Energy,Level 2,POINT (7207913.18954384 1802749.36720829)
924,n9331983185,9331983185,7204345.84730256,1801028.62391545,unavailable,120,True,0.65,S4M3T Energy,Level 1,POINT (7204345.84730256 1801028.62391545)
925,n9331983209,9331983209,7207376.22395155,1799835.03407127,available,120,False,0.43,Eticanium Energy,Level 1,POINT (7207376.22395155 1799835.03407127)
926,n9331998280,9331998280,7207149.04552802,1805382.38486012,available,480,False,0.65,Tosuns Energy,Level 3,POINT (7207149.04552802 1805382.38486012)
927,n9332003539,9332003539,7208412.24380973,1801406.92094101,unavailable,232,True,0.47,Eticanium Energy,Level 2,POINT (7208412.24380973 1801406.92094101)
928,n9332015394,9332015394,7210349.36690915,1803643.89724045,available,480,False,0.38,S4M3T Energy,Level 3,POINT (7210349.36690915 1803643.89724045)
929,n9332028499,9332028499,7206744.50189149,1800953.43873137,unavailable,480,False,0.58,S4M3T Energy,Level 3,POINT (7206744.50189149 1800953.43873137)
930,n9332046693,9332046693,7206392.05347966,1803004.83430771,unavailable,120,False,0.69,S4M3T Energy,Level 1,POINT (7206392.05347966 1803004.83430771)
931,n9332060404,9332060404,6899966.33206409,2195029.76834317,unavailable,120,False,0.22,S4M3T Energy,Level 1,POINT (6899966.33206409 2195029.76834317)
932,n9332071517,9332071517,7208616.65891173,1804345.57738677,unavailable,120,True,0.55,Begum Energy,Level 1,POINT (7208616.65891173 1804345.57738677)
933,n9332077886,9332077886,7209767.27573952,1803047.05779057,available,120,True,0.51,Tosuns Energy,Level 1,POINT (7209767.27573952 1803047.05779057)
934,n9332081990,9332081990,7217820.10056763,1797444.84875665,unavailable,480,True,0.58,Eticanium Energy,Level 3,POINT (7217820.10056763 1797444.84875665)
935,n9332090452,9332090452,6898091.70443351,2196600.51975411,unavailable,120,True,0.64,Begum Energy,Level 1,POINT (6898091.70443351 2196600.51975411)
936,n9332099757,9332099757,6896448.45648379,2201412.77228551,available,480,True,0.46,S4M3T Energy,Level 3,POINT (6896448.45648379 2201412.77228551)
937,n9332119331,9332119331,6901925.55415879,2191186.98612514,unavailable,120,False,0.65,Tosuns Energy,Level 1,POINT (6901925.55415879 2191186.98612514)
938,n9332123980,9332123980,6896530.48921474,2198674.25715225,available,120,False,0.54,Tosuns Energy,Level 1,POINT (6896530.48921474 2198674.25715225)
939,n9332154372,9332154372,6898011.37615983,2193008.76298782,unavailable,480,False,0.51,Tosuns Energy,Level 3,POINT (6898011.37615983 2193008.76298782)
940,n9332160324,9332160324,6899082.77871573,2195697.54057259,unavailable,120,True,0.58,S4M3T Energy,Level 1,POINT (6899082.77871573 2195697.54057259)
941,n9332169224,9332169224,6901301.33781933,2192170.74986112,unavailable,120,True,0.62,S4M3T Energy,Level 1,POINT (6901301.33781933 2192170.74986112)
942,n9332180236,9332180236,6899209.4470645,2194207.48466052,available,480,True,0.35,Tosuns Energy,Level 3,POINT (6899209.4470645 2194207.48466052)
943,n9332181678,9332181678,6899693.23969022,2191888.32118103,unavailable,120,True,0.64,Tosuns Energy,Level 1,POINT (6899693.23969022 2191888.32118103)
944,n9332188530,9332188530,6898413.17198291,2199366.39721821,unavailable,480,True,0.59,S4M3T Energy,Level 3,POINT (6898413.17198291 2199366.39721821)
945,n9332191203,9332191203,6901416.48762945,2187677.9397405,unavailable,480,True,0.63,S4M3T Energy,Level 3,POINT (6901416.48762945 2187677.9397405)
946,n9332195345,9332195345,6900500.3333764,2190424.81496752,available,223,True,0.64,Eticanium Energy,Level 2,POINT (6900500.3333764 2190424.81496752)
947,n9332197457,9332197457,6897313.09026461,2198591.42431915,unavailable,120,False,0.46,Eticanium Energy,Level 1,POINT (6897313.09026461 2198591.42431915)
948,n9332202555,9332202555,6896573.45471781,2190968.13200624,unavailable,120,True,0.64,Tosuns Energy,Level 1,POINT (6896573.45471781 2190968.13200624)
949,n9332216419,9332216419,6898783.59673669,2192367.4847972,available,216,True,0.46,S4M3T Energy,Level 2,POINT (6898783.59673669 2192367.4847972)
950,n9332216869,9332216869,6898613.11649734,2191513.71996256,unavailable,120,True,0.53,Tosuns Energy,Level 1,POINT (6898613.11649734 2191513.71996256)
951,n9332218333,9332218333,6904012.98736207,2195938.6697216,available,120,False,0.68,Eticanium Energy,Level 1,POINT (6904012.98736207 2195938.6697216)
952,n9332225476,9332225476,6900157.18004635,2192772.92151462,unavailable,120,True,0.39,Tosuns Energy,Level 1,POINT (6900157.18004635 2192772.92151462)
953,n9332229728,9332229728,6900880.15514957,2191246.34167763,unavailable,120,False,0.29,S4M3T Energy,Level 1,POINT (6900880.15514957 2191246.34167763)
954,n9332236489,9332236489,7200317.14128806,2161033.95357761,available,120,True,0.21,Begum Energy,Level 1,POINT (7200317.14128806 2161033.95357761)
955,n9332236635,9332236635,6900801.13550901,2191590.58607096,available,480,False,0.53,Eticanium Energy,Level 3,POINT (6900801.13550901 2191590.58607096)
956,n9332238535,9332238535,6899642.33108462,2191377.97697549,unavailable,480,True,0.52,Eticanium Energy,Level 3,POINT (6899642.33108462 2191377.97697549)
957,n9332239520,9332239520,6890155.69534915,2190768.58068704,available,223,False,0.35,S4M3T Energy,Level 2,POINT (6890155.69534915 2190768.58068704)
958,n9332240387,9332240387,7200127.18098729,2160426.91726236,unavailable,120,False,0.52,Tosuns Energy,Level 1,POINT (7200127.18098729 2160426.91726236)
959,n9332297240,9332297240,7198974.22872174,2161526.48666462,unavailable,120,False,0.56,Eticanium Energy,Level 1,POINT (7198974.22872174 2161526.48666462)
960,n9332297241,9332297241,7198965.73205016,2161521.65539872,unavailable,480,True,0.28,Begum Energy,Level 3,POINT (7198965.73205016 2161521.65539872)
961,n9332309147,9332309147,7205958.40226023,2159837.07980844,unavailable,223,True,0.45,Eticanium Energy,Level 2,POINT (7205958.40226023 2159837.07980844)
962,n9332326873,9332326873,7204265.08367245,2159598.49987578,available,480,True,0.48,Eticanium Energy,Level 3,POINT (7204265.08367245 2159598.49987578)
963,n9332716770,9332716770,7205281.51807966,2159366.91080713,unavailable,226,False,0.57,Eticanium Energy,Level 2,POINT (7205281.51807966 2159366.91080713)
964,n9332721489,9332721489,7204991.66281136,2160564.67513222,unavailable,120,False,0.24,S4M3T Energy,Level 1,POINT (7204991.66281136 2160564.67513222)
965,n9332728930,9332728930,7203768.09935929,2159398.21384794,available,480,True,0.68,Tosuns Energy,Level 3,POINT (7203768.09935929 2159398.21384794)
966,n9332761572,9332761572,7200081.7067838,2160130.774021,unavailable,225,True,0.29,Begum Energy,Level 2,POINT (7200081.7067838 2160130.774021)
967,n9332761931,9332761931,7203986.05038067,2160312.1802632,unavailable,238,True,0.54,S4M3T Energy,Level 2,POINT (7203986.05038067 2160312.1802632)
968,n9332770613,9332770613,7200561.67059663,2159633.56551538,available,209,False,0.5,Tosuns Energy,Level 2,POINT (7200561.67059663 2159633.56551538)
969,n9332779864,9332779864,7200792.32828278,2160415.25097973,unavailable,480,True,0.32,Tosuns Energy,Level 3,POINT (7200792.32828278 2160415.25097973)
970,n9332780414,9332780414,7205601.61349573,2162067.04297996,available,120,True,0.6,Eticanium Energy,Level 1,POINT (7205601.61349573 2162067.04297996)
971,n9332780520,9332780520,7271611.70118655,2058792.8121614,available,120,False,0.41,Eticanium Energy,Level 1,POINT (7271611.70118655 2058792.8121614)
972,n9332783019,9332783019,7198383.38025888,2162877.22623396,available,480,False,0.33,Begum Energy,Level 3,POINT (7198383.38025888 2162877.22623396)
973,n9332783020,9332783020,7198374.21898811,2162872.06100958,available,225,True,0.66,Tosuns Energy,Level 2,POINT (7198374.21898811 2162872.06100958)
974,n9344086822,9344086822,6788650.98044628,1727308.67149929,available,216,False,0.31,Begum Energy,Level 2,POINT (6788650.98044628 1727308.67149929)
975,n9348916449,9348916449,6651971.25014205,1911801.10186292,available,224,True,0.43,Eticanium Energy,Level 2,POINT (6651971.25014205 1911801.10186292)
976,n9348916450,9348916450,6652088.59487763,1912063.25926373,unavailable,480,True,0.57,S4M3T Energy,Level 3,POINT (6652088.59487763 1912063.25926373)
977,n9355449666,9355449666,6919526.71365132,2122456.28423074,available,120,True,0.43,Begum Energy,Level 1,POINT (6919526.71365132 2122456.28423074)
978,n9355449678,9355449678,6920410.77633419,2123025.75021784,unavailable,480,False,0.58,S4M3T Energy,Level 3,POINT (6920410.77633419 2123025.75021784)
979,n9357710311,9357710311,6920639.25884488,2122831.59789395,available,120,False,0.45,S4M3T Energy,Level 1,POINT (6920639.25884488 2122831.59789395)
980,n9357718442,9357718442,6920171.74753574,2123724.74756443,unavailable,480,True,0.48,S4M3T Energy,Level 3,POINT (6920171.74753574 2123724.74756443)
981,n9357751807,9357751807,6924426.51189025,2116227.03476908,available,480,True,0.35,Begum Energy,Level 3,POINT (6924426.51189025 2116227.03476908)
982,n9357755401,9357755401,6919588.39226938,2121766.3037629,unavailable,120,True,0.52,Eticanium Energy,Level 1,POINT (6919588.39226938 2121766.3037629)
983,n9357764737,9357764737,6921123.99588035,2122086.7925769,unavailable,211,True,0.58,Begum Energy,Level 2,POINT (6921123.99588035 2122086.7925769)
984,n9357767806,9357767806,6921986.94066817,2118395.04864398,available,120,True,0.7,Tosuns Energy,Level 1,POINT (6921986.94066817 2118395.04864398)
985,n9357771412,9357771412,6920214.28914889,2120201.04040286,available,480,True,0.38,Tosuns Energy,Level 3,POINT (6920214.28914889 2120201.04040286)
986,n9357795869,9357795869,6921150.40855803,2119924.82335035,unavailable,120,True,0.58,Eticanium Energy,Level 1,POINT (6921150.40855803 2119924.82335035)
987,n9357814357,9357814357,6917291.29847869,2125081.27574729,unavailable,120,True,0.54,Begum Energy,Level 1,POINT (6917291.29847869 2125081.27574729)
988,n9357818509,9357818509,6919198.85782302,2124734.7047766,unavailable,120,True,0.38,Eticanium Energy,Level 1,POINT (6919198.85782302 2124734.7047766)
989,n9357835063,9357835063,6919240.44004919,2128858.4351255,available,215,False,0.28,Begum Energy,Level 2,POINT (6919240.44004919 2128858.4351255)
990,n9357856739,9357856739,6918468.59822202,2120566.01248537,available,480,True,0.64,Eticanium Energy,Level 3,POINT (6918468.59822202 2120566.01248537)
991,n9357871797,9357871797,6922441.45025394,2123133.8859712,unavailable,120,True,0.64,Tosuns Energy,Level 1,POINT (6922441.45025394 2123133.8859712)
992,n9357872339,9357872339,6916964.59800849,2119274.73978802,unavailable,216,True,0.35,Eticanium Energy,Level 2,POINT (6916964.59800849 2119274.73978802)
993,n9357872855,9357872855,6918211.55429064,2121408.03311373,unavailable,120,True,0.49,Tosuns Energy,Level 1,POINT (6918211.55429064 2121408.03311373)
994,n9357888578,9357888578,6917165.11508302,2123600.92689482,available,120,False,0.32,Eticanium Energy,Level 1,POINT (6917165.11508302 2123600.92689482)
995,n9357900913,9357900913,6915982.32019575,2120282.87136054,unavailable,120,False,0.43,S4M3T Energy,Level 1,POINT (6915982.32019575 2120282.87136054)
996,n9357902285,9357902285,6917503.91410021,2118955.54228012,unavailable,221,True,0.24,Begum Energy,Level 2,POINT (6917503.91410021 2118955.54228012)
997,n9357917113,9357917113,6916496.53030305,2120576.28727437,unavailable,120,False,0.54,Eticanium Energy,Level 1,POINT (6916496.53030305 2120576.28727437)
998,n9357936662,9357936662,7130898.05189805,2281722.92761222,available,120,True,0.29,Begum Energy,Level 1,POINT (7130898.05189805 2281722.92761222)
999,n9357952223,9357952223,6918825.82020906,2121625.37328756,available,120,True,0.28,Begum Energy,Level 1,POINT (6918825.82020906 2121625.37328756)
1000,n9358704603,9358704603,6829190.46160933,2314015.45398111,unavailable,209,True,0.5,Eticanium Energy,Level 2,POINT (6829190.46160933 2314015.45398111)
1001,n9359351814,9359351814,6902381.65770792,1890785.59613376,available,480,True,0.5,Begum Energy,Level 3,POINT (6902381.65770792 1890785.59613376)
1002,n9362322074,9362322074,6910548.91735686,2117162.64169335,available,120,False,0.56,S4M3T Energy,Level 1,POINT (6910548.91735686 2117162.64169335)
1003,n9362452083,9362452083,6920347.43961612,2118264.25937424,unavailable,221,True,0.44,Begum Energy,Level 2,POINT (6920347.43961612 2118264.25937424)
1004,n9362454784,9362454784,7128404.79989189,2280219.69147245,unavailable,120,True,0.27,Tosuns Energy,Level 1,POINT (7128404.79989189 2280219.69147245)
1005,n9362463111,9362463111,6911355.856195,2117829.90185312,available,480,True,0.22,S4M3T Energy,Level 3,POINT (6911355.856195 2117829.90185312)
1006,n9362481225,9362481225,6917654.33906502,2125421.56829869,unavailable,480,False,0.37,Eticanium Energy,Level 3,POINT (6917654.33906502 2125421.56829869)
1007,n9362493066,9362493066,7128581.96299522,2278294.2205041,unavailable,120,False,0.36,Begum Energy,Level 1,POINT (7128581.96299522 2278294.2205041)
1008,n9362493516,9362493516,7129021.60989637,2280686.46522929,unavailable,226,False,0.31,Begum Energy,Level 2,POINT (7129021.60989637 2280686.46522929)
1009,n9362508433,9362508433,7129457.62601194,2280924.29932137,available,120,True,0.24,Tosuns Energy,Level 1,POINT (7129457.62601194 2280924.29932137)
1010,n9362519297,9362519297,7127984.28890549,2280937.45728519,available,120,True,0.57,Begum Energy,Level 1,POINT (7127984.28890549 2280937.45728519)
1011,n9362519298,9362519298,7127974.81344297,2280932.54809564,unavailable,120,True,0.64,S4M3T Energy,Level 1,POINT (7127974.81344297 2280932.54809564)
1012,n9362523082,9362523082,7127130.82699213,2275635.03163997,unavailable,229,True,0.23,Eticanium Energy,Level 2,POINT (7127130.82699213 2275635.03163997)
1013,n9362540330,9362540330,7136661.64645333,2279901.50697191,available,480,False,0.34,Begum Energy,Level 3,POINT (7136661.64645333 2279901.50697191)
1014,n9362540684,9362540684,7120598.17411768,2282447.65089313,unavailable,480,False,0.32,S4M3T Energy,Level 3,POINT (7120598.17411768 2282447.65089313)
1015,n9362549998,9362549998,7121944.46874475,2282640.85700135,unavailable,120,False,0.33,Begum Energy,Level 1,POINT (7121944.46874475 2282640.85700135)
1016,n9362551149,9362551149,7128244.38819272,2273593.53236637,available,218,False,0.33,S4M3T Energy,Level 2,POINT (7128244.38819272 2273593.53236637)
1017,n9362569886,9362569886,7125834.40345287,2274183.09152156,unavailable,480,True,0.25,S4M3T Energy,Level 3,POINT (7125834.40345287 2274183.09152156)
1018,n9362575651,9362575651,7120352.55389578,2281578.45717707,available,120,False,0.46,Tosuns Energy,Level 1,POINT (7120352.55389578 2281578.45717707)
1019,n9362584687,9362584687,7127210.99288513,2279915.91171402,unavailable,120,False,0.37,Eticanium Energy,Level 1,POINT (7127210.99288513 2279915.91171402)
1020,n9362584909,9362584909,7122805.63549453,2282130.83562234,available,228,False,0.67,S4M3T Energy,Level 2,POINT (7122805.63549453 2282130.83562234)
1021,n9362594128,9362594128,7127439.11977858,2279380.32024797,unavailable,480,True,0.42,Tosuns Energy,Level 3,POINT (7127439.11977858 2279380.32024797)
1022,n9362599748,9362599748,7121783.96216231,2280479.81172659,unavailable,120,False,0.53,S4M3T Energy,Level 1,POINT (7121783.96216231 2280479.81172659)
1023,n9362605036,9362605036,7123772.46322748,2281562.49396209,available,228,True,0.3,Eticanium Energy,Level 2,POINT (7123772.46322748 2281562.49396209)
1024,n9362622791,9362622791,7120529.14147419,2280731.1488729,available,219,False,0.54,Eticanium Energy,Level 2,POINT (7120529.14147419 2280731.1488729)
1025,n9362624694,9362624694,7126347.27455631,2279312.11479596,available,227,True,0.59,Eticanium Energy,Level 2,POINT (7126347.27455631 2279312.11479596)
1026,n9362630540,9362630540,7125621.14384211,2282450.09992193,unavailable,120,True,0.51,Eticanium Energy,Level 1,POINT (7125621.14384211 2282450.09992193)
1027,n9362656386,9362656386,7121204.5881685,2283635.3630682,available,120,True,0.36,Tosuns Energy,Level 1,POINT (7121204.5881685 2283635.3630682)
1028,n9362663272,9362663272,7121700.87723849,2283314.71840692,unavailable,120,False,0.37,Tosuns Energy,Level 1,POINT (7121700.87723849 2283314.71840692)
1029,n9362687101,9362687101,7242609.15246376,2072048.00241643,unavailable,480,True,0.27,S4M3T Energy,Level 3,POINT (7242609.15246376 2072048.00241643)
1030,n9362697420,9362697420,7238826.03148929,2075805.61409205,available,120,True,0.58,Tosuns Energy,Level 1,POINT (7238826.03148929 2075805.61409205)
1031,n9362698522,9362698522,7127246.15989965,2281723.45081383,available,120,False,0.2,Eticanium Energy,Level 1,POINT (7127246.15989965 2281723.45081383)
1032,n9362700981,9362700981,7236559.66204165,2069426.29482486,unavailable,480,False,0.24,S4M3T Energy,Level 3,POINT (7236559.66204165 2069426.29482486)
1033,n9362702950,9362702950,7242007.33057791,2067547.96766085,unavailable,211,False,0.52,Begum Energy,Level 2,POINT (7242007.33057791 2067547.96766085)
1034,n9362703751,9362703751,7238816.03965127,2082940.43647936,available,120,False,0.57,Tosuns Energy,Level 1,POINT (7238816.03965127 2082940.43647936)
1035,n9362712873,9362712873,7237393.06818255,2065159.15157597,unavailable,480,True,0.22,S4M3T Energy,Level 3,POINT (7237393.06818255 2065159.15157597)
1036,n9362722902,9362722902,7252125.91598519,2056100.83970724,available,220,False,0.56,Begum Energy,Level 2,POINT (7252125.91598519 2056100.83970724)
1037,n9362732017,9362732017,7239888.27655444,2073794.34919215,available,221,False,0.36,Begum Energy,Level 2,POINT (7239888.27655444 2073794.34919215)
1038,n9362739027,9362739027,7242542.55929938,2069331.48401455,available,120,True,0.21,Begum Energy,Level 1,POINT (7242542.55929938 2069331.48401455)
1039,n9362743612,9362743612,7240986.42038849,2073672.77717625,available,480,True,0.29,Begum Energy,Level 3,POINT (7240986.42038849 2073672.77717625)
1040,n9363315292,9363315292,7249496.87491311,2069542.4121857,available,480,False,0.26,Tosuns Energy,Level 3,POINT (7249496.87491311 2069542.4121857)
1041,n9363342647,9363342647,7250337.6833836,2070713.14813843,available,120,True,0.65,S4M3T Energy,Level 1,POINT (7250337.6833836 2070713.14813843)
1042,n9363345282,9363345282,7248076.36441628,2066334.39596807,available,480,False,0.38,Eticanium Energy,Level 3,POINT (7248076.36441628 2066334.39596807)
1043,n9363374278,9363374278,7238232.42757411,2067793.89467992,unavailable,120,True,0.34,S4M3T Energy,Level 1,POINT (7238232.42757411 2067793.89467992)
1044,n9363379182,9363379182,7238818.88627304,2083414.33468362,unavailable,120,True,0.56,Begum Energy,Level 1,POINT (7238818.88627304 2083414.33468362)
1045,n9363379626,9363379626,7231697.86244378,2072620.12893936,available,480,False,0.36,Tosuns Energy,Level 3,POINT (7231697.86244378 2072620.12893936)
1046,n9363381457,9363381457,7245625.58968331,2069266.58475142,unavailable,220,False,0.24,Begum Energy,Level 2,POINT (7245625.58968331 2069266.58475142)
1047,n9363382079,9363382079,7247223.59635833,2068929.34235406,unavailable,120,False,0.67,Eticanium Energy,Level 1,POINT (7247223.59635833 2068929.34235406)
1048,n9363389118,9363389118,7234828.84067584,2072364.03845079,unavailable,120,True,0.29,Begum Energy,Level 1,POINT (7234828.84067584 2072364.03845079)
1049,n9363409662,9363409662,7236948.78272511,2075471.31052925,unavailable,221,True,0.65,S4M3T Energy,Level 2,POINT (7236948.78272511 2075471.31052925)
1050,n9363411891,9363411891,7237790.50149736,2075324.11276658,available,120,False,0.33,S4M3T Energy,Level 1,POINT (7237790.50149736 2075324.11276658)
1051,n9363415233,9363415233,7246951.7537116,2075254.62714042,available,480,False,0.22,Tosuns Energy,Level 3,POINT (7246951.7537116 2075254.62714042)
1052,n9363429429,9363429429,7239830.36208379,2074312.30765086,unavailable,225,False,0.27,Begum Energy,Level 2,POINT (7239830.36208379 2074312.30765086)
1053,n9363438494,9363438494,7247793.68561223,2073712.21767184,unavailable,120,False,0.56,Begum Energy,Level 1,POINT (7247793.68561223 2073712.21767184)
1054,n9363442862,9363442862,7248698.60353797,2068461.06578409,available,120,False,0.56,Tosuns Energy,Level 1,POINT (7248698.60353797 2068461.06578409)
1055,n9363442863,9363442863,7248696.0976497,2068450.74646729,unavailable,120,True,0.55,Tosuns Energy,Level 1,POINT (7248696.0976497 2068450.74646729)
1056,n9363445569,9363445569,7235590.18165857,2066473.36722038,available,480,True,0.56,Eticanium Energy,Level 3,POINT (7235590.18165857 2066473.36722038)
1057,n9363448895,9363448895,7236835.42328736,2070678.29400586,available,120,True,0.31,Tosuns Energy,Level 1,POINT (7236835.42328736 2070678.29400586)
1058,n9363453323,9363453323,7243492.25343994,2067158.11567215,available,120,False,0.22,Begum Energy,Level 1,POINT (7243492.25343994 2067158.11567215)
1059,n9363462562,9363462562,7237437.30709666,2072113.36922142,available,480,False,0.63,Begum Energy,Level 3,POINT (7237437.30709666 2072113.36922142)
1060,n9363463262,9363463262,7245224.94862634,2072222.45119045,available,120,True,0.61,Tosuns Energy,Level 1,POINT (7245224.94862634 2072222.45119045)
1061,n9363469745,9363469745,7241762.94141744,2068418.5417386,available,120,True,0.49,Eticanium Energy,Level 1,POINT (7241762.94141744 2068418.5417386)
1062,n9363476792,9363476792,7247678.08460309,2067192.56905455,available,480,True,0.26,Eticanium Energy,Level 3,POINT (7247678.08460309 2067192.56905455)
1063,n9363493120,9363493120,7235136.71762604,2073550.49271561,unavailable,120,False,0.28,Eticanium Energy,Level 1,POINT (7235136.71762604 2073550.49271561)
1064,n9363499415,9363499415,7235316.71752156,2070629.83663152,unavailable,480,True,0.21,Eticanium Energy,Level 3,POINT (7235316.71752156 2070629.83663152)
1065,n9363505145,9363505145,7242334.67910772,2071389.04669068,available,120,False,0.58,Eticanium Energy,Level 1,POINT (7242334.67910772 2071389.04669068)
1066,n9363517838,9363517838,7242422.06610097,2074334.58268096,available,480,True,0.29,Begum Energy,Level 3,POINT (7242422.06610097 2074334.58268096)
1067,n9363612126,9363612126,7235291.18577658,2075823.82596075,available,229,False,0.68,S4M3T Energy,Level 2,POINT (7235291.18577658 2075823.82596075)
1068,n9363615510,9363615510,7238408.67770629,2075099.06928399,available,120,False,0.59,Tosuns Energy,Level 1,POINT (7238408.67770629 2075099.06928399)
1069,n9363621701,9363621701,7237342.20138008,2075982.23359615,available,480,False,0.65,Begum Energy,Level 3,POINT (7237342.20138008 2075982.23359615)
1070,n9363628391,9363628391,7235162.07700507,2073065.68520126,available,120,False,0.68,Eticanium Energy,Level 1,POINT (7235162.07700507 2073065.68520126)
1071,n9363644904,9363644904,7126945.12627521,2283456.97358421,available,480,False,0.53,S4M3T Energy,Level 3,POINT (7126945.12627521 2283456.97358421)
1072,n9363675399,9363675399,6829657.87194362,2340753.80567635,unavailable,212,False,0.29,Eticanium Energy,Level 2,POINT (6829657.87194362 2340753.80567635)
1073,n9363675901,9363675901,6840361.77868449,2329063.08841298,unavailable,231,False,0.33,Begum Energy,Level 2,POINT (6840361.77868449 2329063.08841298)
1074,n9363699304,9363699304,6838792.94697838,2355564.41864843,unavailable,120,False,0.4,Begum Energy,Level 1,POINT (6838792.94697838 2355564.41864843)
1075,n9363706229,9363706229,6840495.21331508,2354346.69473864,available,120,False,0.37,S4M3T Energy,Level 1,POINT (6840495.21331508 2354346.69473864)
1076,n9363706327,9363706327,6887308.81752465,1923385.38656113,available,222,True,0.65,S4M3T Energy,Level 2,POINT (6887308.81752465 1923385.38656113)
1077,n9363707574,9363707574,7012972.55142193,2457599.06240921,unavailable,219,False,0.7,Eticanium Energy,Level 2,POINT (7012972.55142193 2457599.06240921)
1078,n9363713068,9363713068,7131600.26117112,2400760.07625075,available,120,False,0.46,S4M3T Energy,Level 1,POINT (7131600.26117112 2400760.07625075)
1079,n9363723010,9363723010,6627054.15214086,1909287.24059403,available,120,True,0.62,Begum Energy,Level 1,POINT (6627054.15214086 1909287.24059403)
1080,n9363728409,9363728409,6446163.84472253,2160904.54466956,unavailable,480,True,0.52,Begum Energy,Level 3,POINT (6446163.84472253 2160904.54466956)
1081,n9365300619,9365300619,6842183.44370837,2338134.17975926,available,480,True,0.34,Tosuns Energy,Level 3,POINT (6842183.44370837 2338134.17975926)
1082,n9365314320,9365314320,6844276.52998358,2337863.72905637,unavailable,221,False,0.45,Begum Energy,Level 2,POINT (6844276.52998358 2337863.72905637)
1083,n9365314321,9365314321,6834520.07542026,2332898.73505166,unavailable,120,False,0.52,Eticanium Energy,Level 1,POINT (6834520.07542026 2332898.73505166)
1084,n9365317077,9365317077,6843625.82708511,2334485.03779546,available,120,False,0.23,Begum Energy,Level 1,POINT (6843625.82708511 2334485.03779546)
1085,n9365319687,9365319687,6833366.46513163,2337184.42412771,unavailable,120,True,0.57,Begum Energy,Level 1,POINT (6833366.46513163 2337184.42412771)
1086,n9365319694,9365319694,6832985.29339868,2343470.1125712,available,231,False,0.65,Eticanium Energy,Level 2,POINT (6832985.29339868 2343470.1125712)
1087,n9365322750,9365322750,6837288.54099379,2327564.32731674,unavailable,480,True,0.44,Tosuns Energy,Level 3,POINT (6837288.54099379 2327564.32731674)
1088,n9365325732,9365325732,6840915.59316444,2336825.61914498,available,120,True,0.21,Begum Energy,Level 1,POINT (6840915.59316444 2336825.61914498)
1089,n9365325823,9365325823,6842131.53427469,2335931.97966874,available,480,True,0.42,Begum Energy,Level 3,POINT (6842131.53427469 2335931.97966874)
1090,n9365337822,9365337822,6850076.34529448,2340741.7275116,available,120,False,0.23,Begum Energy,Level 1,POINT (6850076.34529448 2340741.7275116)
1091,n9365340537,9365340537,6833051.17790503,2343757.92911464,unavailable,212,False,0.44,Begum Energy,Level 2,POINT (6833051.17790503 2343757.92911464)
1092,n9365344856,9365344856,6863737.6224642,2331577.13892501,unavailable,480,True,0.65,Begum Energy,Level 3,POINT (6863737.6224642 2331577.13892501)
1093,n9366070283,9366070283,6835741.20991901,2335906.95504721,available,211,True,0.38,Begum Energy,Level 2,POINT (6835741.20991901 2335906.95504721)
1094,n9366078410,9366078410,6852188.22344639,2339715.82934834,available,120,False,0.44,Begum Energy,Level 1,POINT (6852188.22344639 2339715.82934834)
1095,n9366113744,9366113744,7097072.29433368,2183341.53350445,available,480,True,0.69,Eticanium Energy,Level 3,POINT (7097072.29433368 2183341.53350445)
1096,n9366116036,9366116036,6847500.20404304,2345414.75275586,available,480,False,0.36,Begum Energy,Level 3,POINT (6847500.20404304 2345414.75275586)
